wave,var,value,value_label
endline,c14_meditake_u7_1,1,Yes
endline,c15_format_u7_1_1,0,No
endline,c15_format_u7_1_1,1,Yes
endline,c15_format_u7_2_1,0,No
endline,c15_format_u7_2_1,1,Yes
endline,c15_format_u7_3_1,0,No
endline,c15_format_u7_3_1,1,Yes
endline,c16_virtual_u7_1_1,0,No
endline,c16_virtual_u7_1_1,1,Yes
endline,c16_virtual_u7_2_1,0,No
endline,c16_virtual_u7_2_1,1,Yes
endline,c16_virtual_u7_3_1,0,No
endline,c16_virtual_u7_3_1,1,Yes
endline,c16_virtual_u7_4_1,0,No
endline,c16_virtual_u7_4_1,1,Yes
endline,c16_virtual_u7_5_1,0,No
endline,c16_virtual_u7_5_1,1,Yes
endline,c16_virtual_u7_6_1,0,No
endline,c16_virtual_u7_6_1,1,Yes
endline,c16_virtual_u7_7_1,0,No
endline,c16_virtual_u7_7_1,1,Yes
endline,c18_virlast_u7_1,1,Text Message
endline,c18_virlast_u7_1,2,Email
endline,c18_virlast_u7_1,3,"Messaging within a website (e.g., patient portal, viber, telegram, messenger)"
endline,c18_virlast_u7_1,4,Phone calls
endline,c18_virlast_u7_1,5,"Videoconference (e.g viber, telegram, messenger)"
endline,c18_virlast_u7_1,6,"Audioconference (e.g viber, telegram, messenger)"
endline,c18_virlast_u7_1,7,eVisit (when you answer questions about your health issue online and hear back from a doctor later)
endline,c20_personlast_u7_1,1,Gov't hospital
endline,c20_personlast_u7_1,2,Gov't rural health center (RHC)
endline,c20_personlast_u7_1,3,Peri-urban Health Center
endline,c20_personlast_u7_1,4,Maternal and Child Health Clinic/ Hospital
endline,c20_personlast_u7_1,5,Family Planning Clinic
endline,c20_personlast_u7_1,6,Birth Center
endline,c20_personlast_u7_1,7,Private Hospital/ Clinic
endline,c20_personlast_u7_1,8,Private Doctor's Office
endline,c20_personlast_u7_1,9,Traditional Medicine Hospitals
endline,c20_personlast_u7_1,10,Traditional Medicine Clinics
endline,c20_personlast_u7_1,11,Patient's Home
endline,c20_personlast_u7_1,12,Provider's home or store
endline,c20_personlast_u7_1,13,Charity clinics
endline,c20_personlast_u7_1,14,Military hospital
endline,c20_personlast_u7_1,15,Social Security Clinics
endline,c20_personlast_u7_1,16,Workers' Hospital
endline,c20_personlast_u7_1,17,Informal provider
endline,c20_personlast_u7_1,99,Other (Specify):
endline,filteru7_lastformat_1,1,In person
endline,filteru7_lastformat_1,2,Telemdicine only
endline,c25_assist_u7_0_1,0,No
endline,c25_assist_u7_0_1,1,Yes
endline,c25_assist_u7_1_1,0,No
endline,c25_assist_u7_1_1,1,Yes
endline,c25_assist_u7_2_1,0,No
endline,c25_assist_u7_2_1,1,Yes
endline,c25_assist_u7_3_1,0,No
endline,c25_assist_u7_3_1,1,Yes
endline,c25_assist_u7_4_1,0,No
endline,c25_assist_u7_4_1,1,Yes
endline,c25_assist_u7_5_1,0,No
endline,c25_assist_u7_5_1,1,Yes
endline,c25_assist_u7_6_1,0,No
endline,c25_assist_u7_6_1,1,Yes
endline,c25_assist_u7_7_1,0,No
endline,c25_assist_u7_7_1,1,Yes
endline,c25_assist_u7_8_1,0,No
endline,c25_assist_u7_8_1,1,Yes
endline,c25_assist_u7_9_1,0,No
endline,c25_assist_u7_9_1,1,Yes
endline,c25_assist_u7_10_1,0,No
endline,c25_assist_u7_10_1,1,Yes
endline,c25_assist_u7_11_1,0,No
endline,c25_assist_u7_11_1,1,Yes
endline,c25_assist_u7_12_1,0,No
endline,c25_assist_u7_12_1,1,Yes
endline,c25_assist_u7_97_1,0,No
endline,c25_assist_u7_97_1,1,Yes
endline,c25_assist_u7_98_1,0,No
endline,c25_assist_u7_98_1,1,Yes
endline,c26_nonsick_u7_1_1,0,No
endline,c26_nonsick_u7_1_1,1,Yes
endline,c26_nonsick_u7_2_1,0,No
endline,c26_nonsick_u7_2_1,1,Yes
endline,c26_nonsick_u7_3_1,0,No
endline,c26_nonsick_u7_3_1,1,Yes
endline,c26_nonsick_u7_4_1,0,No
endline,c26_nonsick_u7_4_1,1,Yes
endline,c27_notconsult_u7_1_1,0,No
endline,c27_notconsult_u7_1_1,1,Yes
endline,c27_notconsult_u7_2_1,0,No
endline,c27_notconsult_u7_2_1,1,Yes
endline,c27_notconsult_u7_3_1,0,No
endline,c27_notconsult_u7_3_1,1,Yes
endline,c27_notconsult_u7_4_1,0,No
endline,c27_notconsult_u7_4_1,1,Yes
endline,c27_notconsult_u7_5_1,0,No
endline,c27_notconsult_u7_5_1,1,Yes
endline,c27_notconsult_u7_6_1,0,No
endline,c27_notconsult_u7_6_1,1,Yes
endline,c27_notconsult_u7_7_1,0,No
endline,c27_notconsult_u7_7_1,1,Yes
endline,c27_notconsult_u7_8_1,0,No
endline,c27_notconsult_u7_8_1,1,Yes
endline,c27_notconsult_u7_9_1,0,No
endline,c27_notconsult_u7_9_1,1,Yes
endline,c27_notconsult_u7_10_1,0,No
endline,c27_notconsult_u7_10_1,1,Yes
endline,c27_notconsult_u7_11_1,0,No
endline,c27_notconsult_u7_11_1,1,Yes
endline,c27_notconsult_u7_12_1,0,No
endline,c27_notconsult_u7_12_1,1,Yes
endline,c27_notconsult_u7_13_1,0,No
endline,c27_notconsult_u7_13_1,1,Yes
endline,c27_notconsult_u7_14_1,0,No
endline,c27_notconsult_u7_14_1,1,Yes
endline,c27_notconsult_u7_15_1,0,No
endline,c27_notconsult_u7_15_1,1,Yes
endline,c27_notconsult_u7_16_1,0,No
endline,c27_notconsult_u7_16_1,1,Yes
endline,c27_notconsult_u7_17_1,0,No
endline,c27_notconsult_u7_17_1,1,Yes
endline,c27_notconsult_u7_18_1,0,No
endline,c27_notconsult_u7_18_1,1,Yes
endline,c27_notconsult_u7_19_1,0,No
endline,c27_notconsult_u7_19_1,1,Yes
endline,c27_notconsult_u7_20_1,0,No
endline,c27_notconsult_u7_20_1,1,Yes
endline,c27_notconsult_u7_21_1,0,No
endline,c27_notconsult_u7_21_1,1,Yes
endline,c27_notconsult_u7_22_1,0,No
endline,c27_notconsult_u7_22_1,1,Yes
endline,c27_notconsult_u7_23_1,0,No
endline,c27_notconsult_u7_23_1,1,Yes
endline,c27_notconsult_u7_24_1,0,No
endline,c27_notconsult_u7_24_1,1,Yes
endline,c28_inpatient_u7_1,0,No
endline,c28_inpatient_u7_1,1,Yes
endline,c29_insu_u7_1,0,No health insurance
endline,c29_insu_u7_1,1,Social Security
endline,c29_insu_u7_1,2,Health Insurance through Employer
endline,c29_insu_u7_1,3,Other Privately Purchased Commercial Health Insurance
endline,c29_insu_u7_1,4,Mutual Health Organization/ Community-based Health Insurance
endline,c29_insu_u7_1,5,Bright start's support
endline,c29_insu_u7_1,6,Terre des hommes (Tdh)
endline,c29_insu_u7_1,7,UNICEF
endline,c29_insu_u7_1,8,Local charity organization
endline,c29_insu_u7_1,9,Pact Myanmar
endline,c29_insu_u7_1,98,Don't know
endline,c29_insu_u7_1,99,Other (Specify):
endline,c31_disease_u7_1_1,0,No
endline,c31_disease_u7_1_1,1,Yes
endline,c31_disease_u7_2_1,0,No
endline,c31_disease_u7_2_1,1,Yes
endline,c31_disease_u7_3_1,0,No
endline,c31_disease_u7_3_1,1,Yes
endline,c31_disease_u7_4_1,0,No
endline,c31_disease_u7_4_1,1,Yes
endline,c31_disease_u7_5_1,0,No
endline,c31_disease_u7_5_1,1,Yes
endline,c31_disease_u7_6_1,0,No
endline,c31_disease_u7_6_1,1,Yes
endline,c31_disease_u7_7_1,0,No
endline,c31_disease_u7_7_1,1,Yes
endline,c31_disease_u7_8_1,0,No
endline,c31_disease_u7_8_1,1,Yes
endline,c31_disease_u7_9_1,0,No
endline,c31_disease_u7_9_1,1,Yes
endline,c31_disease_u7_10_1,0,No
endline,c31_disease_u7_10_1,1,Yes
endline,c31_disease_u7_11_1,0,No
endline,c31_disease_u7_11_1,1,Yes
endline,c31_disease_u7_12_1,0,No
endline,c31_disease_u7_12_1,1,Yes
endline,c31_disease_u7_13_1,0,No
endline,c31_disease_u7_13_1,1,Yes
endline,c31_disease_u7_14_1,0,No
endline,c31_disease_u7_14_1,1,Yes
endline,c31_disease_u7_15_1,0,No
endline,c31_disease_u7_15_1,1,Yes
endline,c31_disease_u7_16_1,0,No
endline,c31_disease_u7_16_1,1,Yes
endline,c31_disease_u7_17_1,0,No
endline,c31_disease_u7_17_1,1,Yes
endline,c31_disease_u7_18_1,0,No
endline,c31_disease_u7_18_1,1,Yes
endline,c31_disease_u7_19_1,0,No
endline,c31_disease_u7_19_1,1,Yes
endline,c31_disease_u7_20_1,0,No
endline,c31_disease_u7_20_1,1,Yes
endline,c31_disease_u7_21_1,0,No
endline,c31_disease_u7_21_1,1,Yes
endline,c31_disease_u7_22_1,0,No
endline,c31_disease_u7_22_1,1,Yes
endline,c31_disease_u7_23_1,0,No
endline,c31_disease_u7_23_1,1,Yes
endline,c31_disease_u7_24_1,0,No
endline,c31_disease_u7_24_1,1,Yes
endline,c31_disease_u7_25_1,0,No
endline,c31_disease_u7_25_1,1,Yes
endline,c31_disease_u7_26_1,0,No
endline,c31_disease_u7_26_1,1,Yes
endline,c31_disease_u7_27_1,0,No
endline,c31_disease_u7_27_1,1,Yes
endline,c31_disease_u7_28_1,0,No
endline,c31_disease_u7_28_1,1,Yes
endline,c31_disease_u7_29_1,0,No
endline,c31_disease_u7_29_1,1,Yes
endline,c31_disease_u7_30_1,0,No
endline,c31_disease_u7_30_1,1,Yes
endline,c31_disease_u7_31_1,0,No
endline,c31_disease_u7_31_1,1,Yes
endline,c31_disease_u7_32_1,0,No
endline,c31_disease_u7_32_1,1,Yes
endline,c31_disease_u7_33_1,0,No
endline,c31_disease_u7_33_1,1,Yes
endline,c31_disease_u7_34_1,0,No
endline,c31_disease_u7_34_1,1,Yes
endline,c31_disease_u7_35_1,0,No
endline,c31_disease_u7_35_1,1,Yes
endline,c31_disease_u7_36_1,0,No
endline,c31_disease_u7_36_1,1,Yes
endline,c31_disease_u7_37_1,0,No
endline,c31_disease_u7_37_1,1,Yes
endline,c31_disease_u7_38_1,0,No
endline,c31_disease_u7_38_1,1,Yes
endline,c31_disease_u7_39_1,0,No
endline,c31_disease_u7_39_1,1,Yes
endline,c31_disease_u7_40_1,0,No
endline,c31_disease_u7_40_1,1,Yes
endline,c31_disease_u7_41_1,0,No
endline,c31_disease_u7_41_1,1,Yes
endline,c31_disease_u7_42_1,0,No
endline,c31_disease_u7_42_1,1,Yes
endline,c31_disease_u7_43_1,0,No
endline,c31_disease_u7_43_1,1,Yes
endline,c31_disease_u7_44_1,0,No
endline,c31_disease_u7_44_1,1,Yes
endline,c32_opd_u7_1,0,No
endline,c32_opd_u7_1,1,Yes
endline,c33_hospital_u7_1,1,Government hospitals
endline,c33_hospital_u7_1,2,Government Maternal and child hospital
endline,c33_hospital_u7_1,3,Children Hospital
endline,c33_hospital_u7_1,4,Workers' hospitals
endline,c33_hospital_u7_1,5,Private hospitals
endline,c33_hospital_u7_1,6,Traditional Medicine Hospitals
endline,c33_hospital_u7_1,7,Military Hospital
endline,c33_hospital_u7_1,8,Charity Hospital
endline,c33_hospital_u7_1,9,Facility Covid Center/quarantine center
endline,c33_hospital_u7_1,97,Prefer not to answer
endline,c33_hospital_u7_1,98,Don't know
endline,c33_hospital_u7_1,99,Other (Specify)
endline,c38_u7_live_1,1,Yes-living together
endline,c38_u7_live_1,2,Not-living in another place
endline,c38_u7_live_1,3,Passed away
endline,c2_nature_u7_1_2,0,No
endline,c2_nature_u7_1_2,1,Yes
endline,c2_nature_u7_2_2,0,No
endline,c2_nature_u7_2_2,1,Yes
endline,c2_nature_u7_3_2,0,No
endline,c2_nature_u7_3_2,1,Yes
endline,c2_nature_u7_4_2,0,No
endline,c2_nature_u7_4_2,1,Yes
endline,c2_nature_u7_5_2,0,No
endline,c2_nature_u7_5_2,1,Yes
endline,c2_nature_u7_6_2,0,No
endline,c2_nature_u7_6_2,1,Yes
endline,c2_nature_u7_7_2,0,No
endline,c2_nature_u7_7_2,1,Yes
endline,c2_nature_u7_8_2,0,No
endline,c2_nature_u7_8_2,1,Yes
endline,c2_nature_u7_9_2,0,No
endline,c2_nature_u7_9_2,1,Yes
endline,c2_nature_u7_10_2,0,No
endline,c2_nature_u7_10_2,1,Yes
endline,c2_nature_u7_11_2,0,No
endline,c2_nature_u7_11_2,1,Yes
endline,c3_test_u7_2,0,No
endline,c3_test_u7_2,1,Yes
endline,c7_compare_u7_2,1,Healthcare use increased
endline,c7_compare_u7_2,2,Healthcare use decreased
endline,c7_compare_u7_2,3,Healthcare use did not change
endline,c7_compare_u7_2,4,"The child was born after November,2021"
endline,c8_illyesno_u7_2,0,No
endline,c8_illyesno_u7_2,1,Yes
endline,c9_insu_u7_2,0,No health insurance
endline,c9_insu_u7_2,1,Social Security
endline,c9_insu_u7_2,2,Health Insurance through Employer
endline,c9_insu_u7_2,3,Other Privately Purchased Commercial Health Insurance
endline,c9_insu_u7_2,4,Mutual Health Organization/ Community-based Health Insurance
endline,c9_insu_u7_2,5,Bright start's support
endline,c9_insu_u7_2,6,Terre des hommes (Tdh)
endline,c9_insu_u7_2,7,UNICEF
endline,c9_insu_u7_2,8,Local charity organization
endline,c9_insu_u7_2,9,Pact Myanmar
endline,c9_insu_u7_2,98,Don't know
endline,c9_insu_u7_2,99,Other (Specify):
endline,c10_seekcare_u7_2,0,No
endline,c10_seekcare_u7_2,1,Yes
endline,c11_disease_u7_1_2,0,No
endline,c11_disease_u7_1_2,1,Yes
endline,c11_disease_u7_2_2,0,No
endline,c11_disease_u7_2_2,1,Yes
endline,c11_disease_u7_3_2,0,No
endline,c11_disease_u7_3_2,1,Yes
endline,c11_disease_u7_4_2,0,No
endline,c11_disease_u7_4_2,1,Yes
endline,c11_disease_u7_5_2,0,No
endline,c11_disease_u7_5_2,1,Yes
endline,c11_disease_u7_6_2,0,No
endline,c11_disease_u7_6_2,1,Yes
endline,c11_disease_u7_7_2,0,No
endline,c11_disease_u7_7_2,1,Yes
endline,c11_disease_u7_8_2,0,No
endline,c11_disease_u7_8_2,1,Yes
endline,c11_disease_u7_9_2,0,No
endline,c11_disease_u7_9_2,1,Yes
endline,c11_disease_u7_10_2,0,No
endline,c11_disease_u7_10_2,1,Yes
endline,c11_disease_u7_11_2,0,No
endline,c11_disease_u7_11_2,1,Yes
endline,c11_disease_u7_12_2,0,No
endline,c11_disease_u7_12_2,1,Yes
endline,c11_disease_u7_13_2,0,No
endline,c11_disease_u7_13_2,1,Yes
endline,c11_disease_u7_14_2,0,No
endline,c11_disease_u7_14_2,1,Yes
endline,c11_disease_u7_15_2,0,No
endline,c11_disease_u7_15_2,1,Yes
endline,c11_disease_u7_16_2,0,No
endline,c11_disease_u7_16_2,1,Yes
endline,c11_disease_u7_17_2,0,No
endline,c11_disease_u7_17_2,1,Yes
endline,c11_disease_u7_18_2,0,No
endline,c11_disease_u7_18_2,1,Yes
endline,c11_disease_u7_19_2,0,No
endline,c11_disease_u7_19_2,1,Yes
endline,c11_disease_u7_20_2,0,No
endline,c11_disease_u7_20_2,1,Yes
endline,c11_disease_u7_21_2,0,No
endline,c11_disease_u7_21_2,1,Yes
endline,c11_disease_u7_22_2,0,No
endline,c11_disease_u7_22_2,1,Yes
endline,c11_disease_u7_23_2,0,No
endline,c11_disease_u7_23_2,1,Yes
endline,c11_disease_u7_24_2,0,No
endline,c11_disease_u7_24_2,1,Yes
endline,c11_disease_u7_25_2,0,No
endline,c11_disease_u7_25_2,1,Yes
endline,c11_disease_u7_26_2,0,No
endline,c11_disease_u7_26_2,1,Yes
endline,c11_disease_u7_27_2,0,No
endline,c11_disease_u7_27_2,1,Yes
endline,c11_disease_u7_28_2,0,No
endline,c11_disease_u7_28_2,1,Yes
endline,c11_disease_u7_29_2,0,No
endline,c11_disease_u7_29_2,1,Yes
endline,c11_disease_u7_30_2,0,No
endline,c11_disease_u7_30_2,1,Yes
endline,c11_disease_u7_31_2,0,No
endline,c11_disease_u7_31_2,1,Yes
endline,c11_disease_u7_32_2,0,No
endline,c11_disease_u7_32_2,1,Yes
endline,c11_disease_u7_33_2,0,No
endline,c11_disease_u7_33_2,1,Yes
endline,c11_disease_u7_34_2,0,No
endline,c11_disease_u7_34_2,1,Yes
endline,c11_disease_u7_35_2,0,No
endline,c11_disease_u7_35_2,1,Yes
endline,c11_disease_u7_36_2,0,No
endline,c11_disease_u7_36_2,1,Yes
endline,c11_disease_u7_37_2,0,No
endline,c11_disease_u7_37_2,1,Yes
endline,c11_disease_u7_38_2,0,No
endline,c11_disease_u7_38_2,1,Yes
endline,c11_disease_u7_39_2,0,No
endline,c11_disease_u7_39_2,1,Yes
endline,c11_disease_u7_40_2,0,No
endline,c11_disease_u7_40_2,1,Yes
endline,c11_disease_u7_41_2,0,No
endline,c11_disease_u7_41_2,1,Yes
endline,c11_disease_u7_42_2,0,No
endline,c11_disease_u7_42_2,1,Yes
endline,c11_disease_u7_43_2,0,No
endline,c11_disease_u7_43_2,1,Yes
endline,c11_disease_u7_44_2,0,No
endline,c11_disease_u7_44_2,1,Yes
endline,c11_disease_u7_45_2,0,No
endline,c11_disease_u7_45_2,1,Yes
endline,c11_disease_u7_46_2,0,No
endline,c11_disease_u7_46_2,1,Yes
endline,c11_disease_u7_47_2,0,No
endline,c11_disease_u7_47_2,1,Yes
endline,c11_disease_u7_48_2,0,No
endline,c11_disease_u7_48_2,1,Yes
endline,c11_disease_u7_98_2,0,No
endline,c11_disease_u7_98_2,1,Yes
endline,c11_disease_u7_97_2,0,No
endline,c11_disease_u7_97_2,1,Yes
endline,c12_diagnose_u7_2,0,No
endline,c12_diagnose_u7_2,1,Yes
endline,c13_medication_u7_2,0,No
endline,c13_medication_u7_2,1,Yes
endline,c14_meditake_u7_2,0,No
endline,c14_meditake_u7_2,1,Yes
endline,c15_format_u7_1_2,0,No
endline,c15_format_u7_1_2,1,Yes
endline,c15_format_u7_2_2,0,No
endline,c15_format_u7_2_2,1,Yes
endline,c15_format_u7_3_2,0,No
endline,c15_format_u7_3_2,1,Yes
endline,c16_virtual_u7_1_2,0,No
endline,c16_virtual_u7_1_2,1,Yes
endline,c16_virtual_u7_2_2,0,No
endline,c16_virtual_u7_2_2,1,Yes
endline,c16_virtual_u7_3_2,0,No
endline,c16_virtual_u7_3_2,1,Yes
endline,c16_virtual_u7_4_2,0,No
endline,c16_virtual_u7_4_2,1,Yes
endline,c16_virtual_u7_5_2,0,No
endline,c16_virtual_u7_5_2,1,Yes
endline,c16_virtual_u7_6_2,0,No
endline,c16_virtual_u7_6_2,1,Yes
endline,c16_virtual_u7_7_2,0,No
endline,c16_virtual_u7_7_2,1,Yes
endline,c18_virlast_u7_2,1,Text Message
endline,c18_virlast_u7_2,2,Email
endline,c18_virlast_u7_2,3,"Messaging within a website (e.g., patient portal, viber, telegram, messenger)"
endline,c18_virlast_u7_2,4,Phone calls
endline,c18_virlast_u7_2,5,"Videoconference (e.g viber, telegram, messenger)"
endline,c18_virlast_u7_2,6,"Audioconference (e.g viber, telegram, messenger)"
endline,c18_virlast_u7_2,7,eVisit (when you answer questions about your health issue online and hear back from a doctor later)
endline,c20_personlast_u7_2,1,Gov't hospital
endline,c20_personlast_u7_2,2,Gov't rural health center (RHC)
endline,c20_personlast_u7_2,3,Peri-urban Health Center
endline,c20_personlast_u7_2,4,Maternal and Child Health Clinic/ Hospital
endline,c20_personlast_u7_2,5,Family Planning Clinic
endline,c20_personlast_u7_2,6,Birth Center
endline,c20_personlast_u7_2,7,Private Hospital/ Clinic
endline,c20_personlast_u7_2,8,Private Doctor's Office
endline,c20_personlast_u7_2,9,Traditional Medicine Hospitals
endline,c20_personlast_u7_2,10,Traditional Medicine Clinics
endline,c20_personlast_u7_2,11,Patient's Home
endline,c20_personlast_u7_2,12,Provider's home or store
endline,c20_personlast_u7_2,13,Charity clinics
endline,c20_personlast_u7_2,14,Military hospital
endline,c20_personlast_u7_2,15,Social Security Clinics
endline,c20_personlast_u7_2,16,Workers' Hospital
endline,c20_personlast_u7_2,17,Informal provider
endline,c20_personlast_u7_2,99,Other (Specify):
endline,c25_assist_u7_0_2,0,No
endline,c25_assist_u7_0_2,1,Yes
endline,c25_assist_u7_1_2,0,No
endline,c25_assist_u7_1_2,1,Yes
endline,c25_assist_u7_2_2,0,No
endline,c25_assist_u7_2_2,1,Yes
endline,c25_assist_u7_3_2,0,No
endline,c25_assist_u7_3_2,1,Yes
endline,c25_assist_u7_4_2,0,No
endline,c25_assist_u7_4_2,1,Yes
endline,c25_assist_u7_5_2,0,No
endline,c25_assist_u7_5_2,1,Yes
endline,c25_assist_u7_6_2,0,No
endline,c25_assist_u7_6_2,1,Yes
endline,c25_assist_u7_7_2,0,No
endline,c25_assist_u7_7_2,1,Yes
endline,c25_assist_u7_8_2,0,No
endline,c25_assist_u7_8_2,1,Yes
endline,c25_assist_u7_9_2,0,No
endline,c25_assist_u7_9_2,1,Yes
endline,c25_assist_u7_10_2,0,No
endline,c25_assist_u7_10_2,1,Yes
endline,c25_assist_u7_11_2,0,No
endline,c25_assist_u7_11_2,1,Yes
endline,c25_assist_u7_12_2,0,No
endline,c25_assist_u7_12_2,1,Yes
endline,c25_assist_u7_97_2,0,No
endline,c25_assist_u7_97_2,1,Yes
endline,c25_assist_u7_98_2,0,No
endline,c25_assist_u7_98_2,1,Yes
endline,c26_nonsick_u7_1_2,0,No
endline,c26_nonsick_u7_1_2,1,Yes
endline,c26_nonsick_u7_2_2,0,No
endline,c26_nonsick_u7_2_2,1,Yes
endline,c26_nonsick_u7_3_2,0,No
endline,c26_nonsick_u7_3_2,1,Yes
endline,c26_nonsick_u7_4_2,0,No
endline,c26_nonsick_u7_4_2,1,Yes
endline,c27_notconsult_u7_1_2,0,No
endline,c27_notconsult_u7_1_2,1,Yes
endline,c27_notconsult_u7_2_2,0,No
endline,c27_notconsult_u7_2_2,1,Yes
endline,c27_notconsult_u7_3_2,0,No
endline,c27_notconsult_u7_3_2,1,Yes
endline,c27_notconsult_u7_4_2,0,No
endline,c27_notconsult_u7_4_2,1,Yes
endline,c27_notconsult_u7_5_2,0,No
endline,c27_notconsult_u7_5_2,1,Yes
endline,c27_notconsult_u7_6_2,0,No
endline,c27_notconsult_u7_6_2,1,Yes
endline,c27_notconsult_u7_7_2,0,No
endline,c27_notconsult_u7_7_2,1,Yes
endline,c27_notconsult_u7_8_2,0,No
endline,c27_notconsult_u7_8_2,1,Yes
endline,c27_notconsult_u7_9_2,0,No
endline,c27_notconsult_u7_9_2,1,Yes
endline,c27_notconsult_u7_10_2,0,No
endline,c27_notconsult_u7_10_2,1,Yes
endline,c27_notconsult_u7_11_2,0,No
endline,c27_notconsult_u7_11_2,1,Yes
endline,c27_notconsult_u7_12_2,0,No
endline,c27_notconsult_u7_12_2,1,Yes
endline,c27_notconsult_u7_13_2,0,No
endline,c27_notconsult_u7_13_2,1,Yes
endline,c27_notconsult_u7_14_2,0,No
endline,c27_notconsult_u7_14_2,1,Yes
endline,c27_notconsult_u7_15_2,0,No
endline,c27_notconsult_u7_15_2,1,Yes
endline,c27_notconsult_u7_16_2,0,No
endline,c27_notconsult_u7_16_2,1,Yes
endline,c27_notconsult_u7_17_2,0,No
endline,c27_notconsult_u7_17_2,1,Yes
endline,c27_notconsult_u7_18_2,0,No
endline,c27_notconsult_u7_18_2,1,Yes
endline,c27_notconsult_u7_19_2,0,No
endline,c27_notconsult_u7_19_2,1,Yes
endline,c27_notconsult_u7_20_2,0,No
endline,c27_notconsult_u7_20_2,1,Yes
endline,c27_notconsult_u7_21_2,0,No
endline,c27_notconsult_u7_21_2,1,Yes
endline,c27_notconsult_u7_22_2,0,No
endline,c27_notconsult_u7_22_2,1,Yes
endline,c27_notconsult_u7_23_2,0,No
endline,c27_notconsult_u7_23_2,1,Yes
endline,c27_notconsult_u7_24_2,0,No
endline,c27_notconsult_u7_24_2,1,Yes
endline,c28_inpatient_u7_2,0,No
endline,c28_inpatient_u7_2,1,Yes
endline,c29_insu_u7_2,0,No health insurance
endline,c29_insu_u7_2,1,Social Security
endline,c29_insu_u7_2,2,Health Insurance through Employer
endline,c29_insu_u7_2,3,Other Privately Purchased Commercial Health Insurance
endline,c29_insu_u7_2,4,Mutual Health Organization/ Community-based Health Insurance
endline,c29_insu_u7_2,5,Bright start's support
endline,c29_insu_u7_2,6,Terre des hommes (Tdh)
endline,c29_insu_u7_2,7,UNICEF
endline,c29_insu_u7_2,8,Local charity organization
endline,c29_insu_u7_2,9,Pact Myanmar
endline,c29_insu_u7_2,98,Don't know
endline,c29_insu_u7_2,99,Other (Specify):
endline,c31_disease_u7_1_2,0,No
endline,c31_disease_u7_1_2,1,Yes
endline,c31_disease_u7_2_2,0,No
endline,c31_disease_u7_2_2,1,Yes
endline,c31_disease_u7_3_2,0,No
endline,c31_disease_u7_3_2,1,Yes
endline,c31_disease_u7_4_2,0,No
endline,c31_disease_u7_4_2,1,Yes
endline,c31_disease_u7_5_2,0,No
endline,c31_disease_u7_5_2,1,Yes
endline,c31_disease_u7_6_2,0,No
endline,c31_disease_u7_6_2,1,Yes
endline,c31_disease_u7_7_2,0,No
endline,c31_disease_u7_7_2,1,Yes
endline,c31_disease_u7_8_2,0,No
endline,c31_disease_u7_8_2,1,Yes
endline,c31_disease_u7_9_2,0,No
endline,c31_disease_u7_9_2,1,Yes
endline,c31_disease_u7_10_2,0,No
endline,c31_disease_u7_10_2,1,Yes
endline,c31_disease_u7_11_2,0,No
endline,c31_disease_u7_11_2,1,Yes
endline,c31_disease_u7_12_2,0,No
endline,c31_disease_u7_12_2,1,Yes
endline,c31_disease_u7_13_2,0,No
endline,c31_disease_u7_13_2,1,Yes
endline,c31_disease_u7_14_2,0,No
endline,c31_disease_u7_14_2,1,Yes
endline,c31_disease_u7_15_2,0,No
endline,c31_disease_u7_15_2,1,Yes
endline,c31_disease_u7_16_2,0,No
endline,c31_disease_u7_16_2,1,Yes
endline,c31_disease_u7_17_2,0,No
endline,c31_disease_u7_17_2,1,Yes
endline,c31_disease_u7_18_2,0,No
endline,c31_disease_u7_18_2,1,Yes
endline,c31_disease_u7_19_2,0,No
endline,c31_disease_u7_19_2,1,Yes
endline,c31_disease_u7_20_2,0,No
endline,c31_disease_u7_20_2,1,Yes
endline,c31_disease_u7_21_2,0,No
endline,c31_disease_u7_21_2,1,Yes
endline,c31_disease_u7_22_2,0,No
endline,c31_disease_u7_22_2,1,Yes
endline,c31_disease_u7_23_2,0,No
endline,c31_disease_u7_23_2,1,Yes
endline,c31_disease_u7_24_2,0,No
endline,c31_disease_u7_24_2,1,Yes
endline,c31_disease_u7_25_2,0,No
endline,c31_disease_u7_25_2,1,Yes
endline,c31_disease_u7_26_2,0,No
endline,c31_disease_u7_26_2,1,Yes
endline,c31_disease_u7_27_2,0,No
endline,c31_disease_u7_27_2,1,Yes
endline,c31_disease_u7_28_2,0,No
endline,c31_disease_u7_28_2,1,Yes
endline,c31_disease_u7_29_2,0,No
endline,c31_disease_u7_29_2,1,Yes
endline,c31_disease_u7_30_2,0,No
endline,c31_disease_u7_30_2,1,Yes
endline,c31_disease_u7_31_2,0,No
endline,c31_disease_u7_31_2,1,Yes
endline,c31_disease_u7_32_2,0,No
endline,c31_disease_u7_32_2,1,Yes
endline,c31_disease_u7_33_2,0,No
endline,c31_disease_u7_33_2,1,Yes
endline,c31_disease_u7_34_2,0,No
endline,c31_disease_u7_34_2,1,Yes
endline,c31_disease_u7_35_2,0,No
endline,c31_disease_u7_35_2,1,Yes
endline,c31_disease_u7_36_2,0,No
endline,c31_disease_u7_36_2,1,Yes
endline,c31_disease_u7_37_2,0,No
endline,c31_disease_u7_37_2,1,Yes
endline,c31_disease_u7_38_2,0,No
