wave,var,label,type,n_missing,pct_missing,n_unique,examples
baseline,c27_notconsult_u7_1,C27.The reasons that the [Child (1)] didn't seek health care although sick/injur,character,0,0,63, | 3 9 | 1 2 | 1 2 13 | 3
baseline,c27_notconsult_u7_10_1,C27_10.[Too far] was the reason that do not visit/interact with health care prov,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_10_2,C27_10.[Too far] was the reason that do not visit/interact with health care prov,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_10_3,C27_10.[Too far] was the reason that do not visit/interact with health care prov,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_10_4,C27_10.[Too far] was the reason that do not visit/interact with health care prov,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_11_1,C27_11.[Could not get permission] was the reason that do not visit/interact with,haven_labelled,2338,72.8,1,0
baseline,c27_notconsult_u7_11_2,C27_11.[Could not get permission] was the reason that do not visit/interact with,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_11_3,C27_11.[Could not get permission] was the reason that do not visit/interact with,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_11_4,C27_11.[Could not get permission] was the reason that do not visit/interact with,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_12_1,C27_12.[Embarrassment] was the reason that do not visit/interact with health car,haven_labelled,2338,72.8,1,0
baseline,c27_notconsult_u7_12_2,C27_12.[Embarrassment] was the reason that do not visit/interact with health car,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_12_3,C27_12.[Embarrassment] was the reason that do not visit/interact with health car,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_12_4,C27_12.[Embarrassment] was the reason that do not visit/interact with health car,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_13_1,C27_13.[Problem disappeared] was the reason that do not visit/interact with heal,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_13_2,C27_13.[Problem disappeared] was the reason that do not visit/interact with heal,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_13_3,C27_13.[Problem disappeared] was the reason that do not visit/interact with heal,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_13_4,C27_13.[Problem disappeared] was the reason that do not visit/interact with heal,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_14_1,C27_14.[Didn’t want to go/ anxious] was the reason that do not visit/interact wi,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_14_2,C27_14.[Didn’t want to go/ anxious] was the reason that do not visit/interact wi,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_14_3,C27_14.[Didn’t want to go/ anxious] was the reason that do not visit/interact wi,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_14_4,C27_14.[Didn’t want to go/ anxious] was the reason that do not visit/interact wi,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_15_1,C27_15.[Bad previous experience] was the reason that do not visit/interact with,haven_labelled,2338,72.8,1,0
baseline,c27_notconsult_u7_15_2,C27_15.[Bad previous experience] was the reason that do not visit/interact with,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_15_3,C27_15.[Bad previous experience] was the reason that do not visit/interact with,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_15_4,C27_15.[Bad previous experience] was the reason that do not visit/interact with,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_16_1,C27_16.[Couldn’t stop working] was the reason that do not visit/interact with he,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_16_2,C27_16.[Couldn’t stop working] was the reason that do not visit/interact with he,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_16_3,C27_16.[Couldn’t stop working] was the reason that do not visit/interact with he,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_16_4,C27_16.[Couldn’t stop working] was the reason that do not visit/interact with he,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_17_1,C27_17.[Had children/ other responsibilities at home] was the reason that do not,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_17_2,C27_17.[Had children/ other responsibilities at home] was the reason that do not,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_17_3,C27_17.[Had children/ other responsibilities at home] was the reason that do not,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_17_4,C27_17.[Had children/ other responsibilities at home] was the reason that do not,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_18_1,C27_18.[There were insufficient health care providers at the clinics/hospitals],haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_18_2,C27_18.[There were insufficient health care providers at the clinics/hospitals],haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_18_3,C27_18.[There were insufficient health care providers at the clinics/hospitals],haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_18_4,C27_18.[There were insufficient health care providers at the clinics/hospitals],haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_19_1,C27_19.[Doctors or health care providers didn’t allow me to come] was the reason,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_19_2,C27_19.[Doctors or health care providers didn’t allow me to come] was the reason,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_19_3,C27_19.[Doctors or health care providers didn’t allow me to come] was the reason,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_19_4,C27_19.[Doctors or health care providers didn’t allow me to come] was the reason,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_1_1,C27_1.[Not serious illness] was the reason that do not visit/interact with healt,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_1_2,C27_1.[Not serious illness] was the reason that do not visit/interact with healt,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_1_3,C27_1.[Not serious illness] was the reason that do not visit/interact with healt,haven_labelled,3175,98.9,2,1 | 0
baseline,c27_notconsult_u7_1_4,C27_1.[Not serious illness] was the reason that do not visit/interact with healt,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_2,C27.The reasons that the [Child (2)] didn't seek health care although sick/injur,character,0,0,24, | 2 | 3 | 2 3 | 1
baseline,c27_notconsult_u7_20_1,C27_20.[Concern about getting Covid 19] was the reason that do not visit/interac,haven_labelled,2339,72.9,2,0 | 1
baseline,c27_notconsult_u7_20_2,C27_20.[Concern about getting Covid 19] was the reason that do not visit/interac,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_20_3,C27_20.[Concern about getting Covid 19] was the reason that do not visit/interac,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_20_4,C27_20.[Concern about getting Covid 19] was the reason that do not visit/interac,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_21_1,C27_21.[Concern about transmitting Covid 19 to other people] was the reason that,haven_labelled,2339,72.9,2,0 | 1
baseline,c27_notconsult_u7_21_2,C27_21.[Concern about transmitting Covid 19 to other people] was the reason that,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_21_3,C27_21.[Concern about transmitting Covid 19 to other people] was the reason that,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_21_4,C27_21.[Concern about transmitting Covid 19 to other people] was the reason that,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_22_1,C27_22.[Clinics were closed] was the reason that do not visit/interact with heal,haven_labelled,2339,72.9,2,0 | 1
baseline,c27_notconsult_u7_22_2,C27_22.[Clinics were closed] was the reason that do not visit/interact with heal,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_22_3,C27_22.[Clinics were closed] was the reason that do not visit/interact with heal,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_22_4,C27_22.[Clinics were closed] was the reason that do not visit/interact with heal,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_23_1,C27_23.[Could not get appointment or appointment was cancelled or postponed (eg.,haven_labelled,2339,72.9,1,0
baseline,c27_notconsult_u7_23_2,C27_23.[Could not get appointment or appointment was cancelled or postponed (eg.,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_23_3,C27_23.[Could not get appointment or appointment was cancelled or postponed (eg.,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_23_4,C27_23.[Could not get appointment or appointment was cancelled or postponed (eg.,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_24_1,C27_24.[Lack of available transportation] was the reason that do not visit/inter,haven_labelled,2339,72.9,2,0 | 1
baseline,c27_notconsult_u7_24_2,C27_24.[Lack of available transportation] was the reason that do not visit/inter,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_24_3,C27_24.[Lack of available transportation] was the reason that do not visit/inter,haven_labelled,3175,98.9,2,0 | 1
baseline,c27_notconsult_u7_24_4,C27_24.[Lack of available transportation] was the reason that do not visit/inter,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_25_1,C27_25.[Clinic/ hospital had a long wait time] was the reason that do not visit/,haven_labelled,2339,72.9,2,0 | 1
baseline,c27_notconsult_u7_25_2,C27_25.[Clinic/ hospital had a long wait time] was the reason that do not visit/,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_25_3,C27_25.[Clinic/ hospital had a long wait time] was the reason that do not visit/,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_25_4,C27_25.[Clinic/ hospital had a long wait time] was the reason that do not visit/,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_2_1,C27_2.[Self-treated] was the reason that do not visit/interact with health care,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_2_2,C27_2.[Self-treated] was the reason that do not visit/interact with health care,haven_labelled,2976,92.7,2,1 | 0
baseline,c27_notconsult_u7_2_3,C27_2.[Self-treated] was the reason that do not visit/interact with health care,haven_labelled,3175,98.9,2,1 | 0
baseline,c27_notconsult_u7_2_4,C27_2.[Self-treated] was the reason that do not visit/interact with health care,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_3,C27.The reasons that the [Child (3)] didn't seek health care although sick/injur,character,0,0,9, | 1 2 | 3 | 1 | 2
baseline,c27_notconsult_u7_3_1,C27_3.[No money for treatment] was the reason that do not visit/interact with he,haven_labelled,2338,72.8,2,1 | 0
baseline,c27_notconsult_u7_3_2,C27_3.[No money for treatment] was the reason that do not visit/interact with he,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_3_3,C27_3.[No money for treatment] was the reason that do not visit/interact with he,haven_labelled,3175,98.9,2,0 | 1
baseline,c27_notconsult_u7_3_4,C27_3.[No money for treatment] was the reason that do not visit/interact with he,haven_labelled,3208,99.9,1,1
baseline,c27_notconsult_u7_4,C27.The reasons that the [Child (4)] didn't seek health care although sick/injur,character,0,0,2, | 3
baseline,c27_notconsult_u7_4_1,C27_4.[Too far] was the reason that do not visit/interact with health care provi,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_4_2,C27_4.[Too far] was the reason that do not visit/interact with health care provi,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_4_3,C27_4.[Too far] was the reason that do not visit/interact with health care provi,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_4_4,C27_4.[Too far] was the reason that do not visit/interact with health care provi,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_5_1,C27_5.[Poor services] was the reason that do not visit/interact with health care,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_5_2,C27_5.[Poor services] was the reason that do not visit/interact with health care,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_5_3,C27_5.[Poor services] was the reason that do not visit/interact with health care,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_5_4,C27_5.[Poor services] was the reason that do not visit/interact with health care,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_6_1,C27_6.[Not safe] was the reason that do not visit/interact with health care prov,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_6_2,C27_6.[Not safe] was the reason that do not visit/interact with health care prov,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_6_3,C27_6.[Not safe] was the reason that do not visit/interact with health care prov,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_6_4,C27_6.[Not safe] was the reason that do not visit/interact with health care prov,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_7_1,C27_7.[Do not know can be fixed] was the reason that do not visit/interact with,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_7_2,C27_7.[Do not know can be fixed] was the reason that do not visit/interact with,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_7_3,C27_7.[Do not know can be fixed] was the reason that do not visit/interact with,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_7_4,C27_7.[Do not know can be fixed] was the reason that do not visit/interact with,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_8_1,C27_8.[Do not know where to go] was the reason that do not visit/interact with h,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_8_2,C27_8.[Do not know where to go] was the reason that do not visit/interact with h,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_8_3,C27_8.[Do not know where to go] was the reason that do not visit/interact with h,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_8_4,C27_8.[Do not know where to go] was the reason that do not visit/interact with h,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_9_1,C27_9.[Too expensive] was the reason that do not visit/interact with health care,haven_labelled,2338,72.8,2,1 | 0
baseline,c27_notconsult_u7_9_2,C27_9.[Too expensive] was the reason that do not visit/interact with health care,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_9_3,C27_9.[Too expensive] was the reason that do not visit/interact with health care,haven_labelled,3175,98.9,2,0 | 1
baseline,c27_notconsult_u7_9_4,C27_9.[Too expensive] was the reason that do not visit/interact with health care,haven_labelled,3208,99.9,1,0
baseline,c28_inpatient_u7_1,C28.Hospitalization during 12 months [Child (1)],haven_labelled,230,7.2,2,0 | 1
baseline,c28_inpatient_u7_2,C28.Hospitalization during 12 months [Child (2)],haven_labelled,2400,74.8,2,0 | 1
baseline,c28_inpatient_u7_3,C28.Hospitalization during 12 months [Child (3)],haven_labelled,3089,96.2,2,0 | 1
baseline,c28_inpatient_u7_4,C28.Hospitalization during 12 months [Child (4)],haven_labelled,3202,99.8,1,0
baseline,c29_insu_u7_1,C29.Main (government or private) health insurance covering inpatient care[Child,numeric,230,7.2,6,0 | 98 | 2 | 1 | 4
baseline,c29_insu_u7_2,C29.Main (government or private) health insurance covering inpatient care[Child,haven_labelled,2400,74.8,5,0 | 4 | 98 | 1 | 2
baseline,c29_insu_u7_3,C29.Main (government or private) health insurance covering inpatient care[Child,haven_labelled,3089,96.2,2,0 | 1
baseline,c29_insu_u7_4,C29.Main (government or private) health insurance covering inpatient care[Child,haven_labelled,3202,99.8,1,0
baseline,c2_nature_preg_2,C2_2.[Child immunization] was the nature of visit/interaction in the last 12 mon,haven_labelled,2836,88.3,2,0 | 1
baseline,c2_nature_preg_4,C2_4.[Influenza Vaccination] was the nature of visit/interaction in the last 12,haven_labelled,2836,88.3,1,0
baseline,c2_nature_preg_5,C2_5.[Covid 19 vaccination] was the nature of visit/interaction in the last 12 m,haven_labelled,2836,88.3,1,0
baseline,c2_nature_u7_1,C2.Nature of the interactions in the last 12 months [Child (1)],character,0,0,12,1 |  | 1 2 | 2 | 9
baseline,c2_nature_u7_10_1,C2_10.[Obesity] was the nature of visit/interaction in the last 12 months.,haven_labelled,1312,40.9,2,0 | 1
baseline,c2_nature_u7_10_2,C2_10.[Obesity] was the nature of visit/interaction in the last 12 months.,haven_labelled,2742,85.4,1,0
baseline,c2_nature_u7_10_3,C2_10.[Obesity] was the nature of visit/interaction in the last 12 months.,haven_labelled,3152,98.2,1,0
baseline,c2_nature_u7_10_4,C2_10.[Obesity] was the nature of visit/interaction in the last 12 months.,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_1_1,C2_1.[Illness/ Injury] was the nature of visit/interaction in the last 12 months,haven_labelled,1311,40.8,2,1 | 0
baseline,c2_nature_u7_1_2,C2_1.[Illness/ Injury] was the nature of visit/interaction in the last 12 months,haven_labelled,2742,85.4,2,1 | 0
baseline,c2_nature_u7_1_3,C2_1.[Illness/ Injury] was the nature of visit/interaction in the last 12 months,haven_labelled,3151,98.2,2,1 | 0
baseline,c2_nature_u7_1_4,C2_1.[Illness/ Injury] was the nature of visit/interaction in the last 12 months,haven_labelled,3208,99.9,1,1
baseline,c2_nature_u7_2,C2.Nature of the interactions in the last 12 months [Child (2)],character,0,0,6, | 1 | 1 2 | 2 | 1 6
baseline,c2_nature_u7_2_1,C2_2.[Child immunization] was the nature of visit/interaction in the last 12 mon,haven_labelled,1313,40.9,2,0 | 1
baseline,c2_nature_u7_2_2,C2_2.[Child immunization] was the nature of visit/interaction in the last 12 mon,haven_labelled,2742,85.4,2,0 | 1
baseline,c2_nature_u7_2_3,C2_2.[Child immunization] was the nature of visit/interaction in the last 12 mon,haven_labelled,3152,98.2,2,1 | 0
baseline,c2_nature_u7_2_4,C2_2.[Child immunization] was the nature of visit/interaction in the last 12 mon,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_3,C2.Nature of the interactions in the last 12 months [Child (3)],character,0,0,4, | 1 2 | 2 | 1
baseline,c2_nature_u7_3_1,C2_3.[Antenatal care] was the nature of visit/interaction in the last 12 months.,haven_labelled,1313,40.9,1,0
baseline,c2_nature_u7_3_2,C2_3.[Antenatal care] was the nature of visit/interaction in the last 12 months.,haven_labelled,2742,85.4,1,0
baseline,c2_nature_u7_3_3,C2_3.[Antenatal care] was the nature of visit/interaction in the last 12 months.,haven_labelled,3152,98.2,1,0
baseline,c2_nature_u7_3_4,C2_3.[Antenatal care] was the nature of visit/interaction in the last 12 months.,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_4,C2.Nature of the interactions in the last 12 months [Child (4)],character,0,0,2, | 1
baseline,c2_nature_u7_4_1,C2_4.[Influenza Vaccination] was the nature of visit/interaction in the last 12,haven_labelled,1313,40.9,2,0 | 1
baseline,c2_nature_u7_4_2,C2_4.[Influenza Vaccination] was the nature of visit/interaction in the last 12,haven_labelled,2742,85.4,1,0
baseline,c2_nature_u7_4_3,C2_4.[Influenza Vaccination] was the nature of visit/interaction in the last 12,haven_labelled,3152,98.2,1,0
baseline,c2_nature_u7_4_4,C2_4.[Influenza Vaccination] was the nature of visit/interaction in the last 12,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_5_1,C2_5.[Covid 19 vaccination] was the nature of visit/interaction in the last 12 m,haven_labelled,1313,40.9,2,0 | 1
baseline,c2_nature_u7_5_2,C2_5.[Covid 19 vaccination] was the nature of visit/interaction in the last 12 m,haven_labelled,2742,85.4,1,0
baseline,c2_nature_u7_5_3,C2_5.[Covid 19 vaccination] was the nature of visit/interaction in the last 12 m,haven_labelled,3152,98.2,1,0
baseline,c2_nature_u7_5_4,C2_5.[Covid 19 vaccination] was the nature of visit/interaction in the last 12 m,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_6_1,C2_6.[Medical checkup] was the nature of visit/interaction in the last 12 months,haven_labelled,1313,40.9,2,0 | 1
baseline,c2_nature_u7_6_2,C2_6.[Medical checkup] was the nature of visit/interaction in the last 12 months,haven_labelled,2742,85.4,2,0 | 1
baseline,c2_nature_u7_6_3,C2_6.[Medical checkup] was the nature of visit/interaction in the last 12 months,haven_labelled,3152,98.2,1,0
baseline,c2_nature_u7_6_4,C2_6.[Medical checkup] was the nature of visit/interaction in the last 12 months,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_7_1,C2_7.[Receiving health education/medical advice] was the nature of visit/interac,haven_labelled,1312,40.9,1,0
baseline,c2_nature_u7_7_2,C2_7.[Receiving health education/medical advice] was the nature of visit/interac,haven_labelled,2742,85.4,1,0
baseline,c2_nature_u7_7_3,C2_7.[Receiving health education/medical advice] was the nature of visit/interac,haven_labelled,3152,98.2,1,0
baseline,c2_nature_u7_7_4,C2_7.[Receiving health education/medical advice] was the nature of visit/interac,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_8_1,C2_8.[Newborn followup] was the nature of visit/interaction in the last 12 month,haven_labelled,1312,40.9,2,0 | 1
baseline,c2_nature_u7_8_2,C2_8.[Newborn followup] was the nature of visit/interaction in the last 12 month,haven_labelled,2742,85.4,1,0
baseline,c2_nature_u7_8_3,C2_8.[Newborn followup] was the nature of visit/interaction in the last 12 month,haven_labelled,3152,98.2,1,0
baseline,c2_nature_u7_8_4,C2_8.[Newborn followup] was the nature of visit/interaction in the last 12 month,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_99_3,3 c2_nature_u7_99_,character,0,0,3, | 0 | 1
baseline,c2_nature_u7_99_4,4 c2_nature_u7_99_,character,0,0,2, | 0
baseline,c2_nature_u7_9_1,C2_9.[Low birth weight] was the nature of visit/interaction in the last 12 month,haven_labelled,1312,40.9,2,0 | 1
baseline,c2_nature_u7_9_2,C2_9.[Low birth weight] was the nature of visit/interaction in the last 12 month,haven_labelled,2742,85.4,1,0
baseline,c2_nature_u7_9_3,C2_9.[Low birth weight] was the nature of visit/interaction in the last 12 month,haven_labelled,3152,98.2,1,0
baseline,c2_nature_u7_9_4,C2_9.[Low birth weight] was the nature of visit/interaction in the last 12 month,haven_labelled,3208,99.9,1,0
baseline,c2_nature_u7_oth_3,3 c2_nature_u7_oth_,character,0,0,2, | ရေကျောက်
baseline,c30_episode_u7_1,C30.Episodes of hospitalization in the last 12 months [Child (1)],numeric,3127,97.4,4,1 | 3 | 0 | 2
baseline,c30_episode_u7_2,C30.Episodes of hospitalization in the last 12 months [Child (2)],numeric,3176,98.9,3,1 | 3 | 2
baseline,c30_episode_u7_3,C30.Episodes of hospitalization in the last 12 months [Child (3)],numeric,3209,100,1,1
baseline,c31_disease_preg_18,C31_18.[Childbirth (Normal Delivery)] was the reason for hospitalization.,haven_labelled,3194,99.5,2,0 | 1
baseline,c31_disease_preg_19,C31_19.[Childbirth (Caesarean) ] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_6,C31_6.[Cardiovascular disease] was the reason for hospitalization.,haven_labelled,3194,99.5,2,0 | 1
baseline,c31_disease_u7_1,C31.Reasons for hospitalization for the most recent episode [Child (1)],character,0,0,33, | 2 | 1 | 41 | 34
baseline,c31_disease_u7_10_1,C31_10.[Diabetes] was the reason for hospitalization..,haven_labelled,3127,97.4,1,0
baseline,c31_disease_u7_10_2,C31_10.[Diabetes] was the reason for hospitalization..,haven_labelled,3176,98.9,1,0
baseline,c31_disease_u7_10_3,C31_10.[Diabetes] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_11_1,C31_11.[Hypertension] was the reason for hospitalization..,haven_labelled,3127,97.4,1,0
baseline,c31_disease_u7_11_2,C31_11.[Hypertension] was the reason for hospitalization..,haven_labelled,3176,98.9,1,0
baseline,c31_disease_u7_11_3,C31_11.[Hypertension] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_12_1,C31_12.[Diarrhea] was the reason for hospitalization..,haven_labelled,3127,97.4,2,0 | 1
baseline,c31_disease_u7_12_2,C31_12.[Diarrhea] was the reason for hospitalization..,haven_labelled,3176,98.9,2,0 | 1
baseline,c31_disease_u7_12_3,C31_12.[Diarrhea] was the reason for hospitalization..,haven_labelled,3209,100,1,1
baseline,c31_disease_u7_13_1,C31_13.[Intestinal worms] was the reason for hospitalization..,haven_labelled,3127,97.4,1,0
baseline,c31_disease_u7_13_2,C31_13.[Intestinal worms] was the reason for hospitalization..,haven_labelled,3176,98.9,1,0
baseline,c31_disease_u7_13_3,C31_13.[Intestinal worms] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_14_1,C31_14.[STD (Syphilis etc)] was the reason for hospitalization..,haven_labelled,3127,97.4,1,0
baseline,c31_disease_u7_14_2,C31_14.[STD (Syphilis etc)] was the reason for hospitalization..,haven_labelled,3176,98.9,1,0
baseline,c31_disease_u7_14_3,C31_14.[STD (Syphilis etc)] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_15_1,C31_15.[Accidents and injuries] was the reason for hospitalization..,haven_labelled,3127,97.4,2,0 | 1
baseline,c31_disease_u7_15_2,C31_15.[Accidents and injuries] was the reason for hospitalization..,haven_labelled,3176,98.9,2,0 | 1
baseline,c31_disease_u7_15_3,C31_15.[Accidents and injuries] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_16_1,C31_16.[Gender Based Violence related injuries] was the reason for hospitalizati,haven_labelled,3127,97.4,1,0
baseline,c31_disease_u7_16_2,C31_16.[Gender Based Violence related injuries] was the reason for hospitalizati,haven_labelled,3176,98.9,1,0
baseline,c31_disease_u7_16_3,C31_16.[Gender Based Violence related injuries] was the reason for hospitalizati,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_17_1,C31_17.[Cancer] was the reason for hospitalization..,haven_labelled,3127,97.4,1,0
baseline,c31_disease_u7_17_2,C31_17.[Cancer] was the reason for hospitalization..,haven_labelled,3176,98.9,1,0
baseline,c31_disease_u7_17_3,C31_17.[Cancer] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_18_1,C31_18.[Childbirth (Normal Delivery)] was the reason for hospitalization..,haven_labelled,3127,97.4,1,0
baseline,c31_disease_u7_18_2,C31_18.[Childbirth (Normal Delivery)] was the reason for hospitalization..,haven_labelled,3176,98.9,1,0
baseline,c31_disease_u7_18_3,C31_18.[Childbirth (Normal Delivery)] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_19_1,C31_19.[Childbirth (Caesarean) ] was the reason for hospitalization..,haven_labelled,3127,97.4,2,0 | 1
baseline,c31_disease_u7_19_2,C31_19.[Childbirth (Caesarean) ] was the reason for hospitalization..,haven_labelled,3176,98.9,1,0
baseline,c31_disease_u7_19_3,C31_19.[Childbirth (Caesarean) ] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_1_1,C31_1.[Malaria/ fever] was the reason for hospitalization..,haven_labelled,3127,97.4,2,0 | 1
baseline,c31_disease_u7_1_2,C31_1.[Malaria/ fever] was the reason for hospitalization..,haven_labelled,3176,98.9,1,0
baseline,c31_disease_u7_1_3,C31_1.[Malaria/ fever] was the reason for hospitalization..,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_2,C31.Reasons for hospitalization for the most recent episode [Child (2)],character,0,0,14, | 2 | 34 | 5 | 25
baseline,c31_disease_u7_20_1,C31_20.[Treatment/ surgery for reproductive health related cancers etc.] was the,haven_labelled,3127,97.4,2,0 | 1
baseline,c31_disease_u7_20_2,C31_20.[Treatment/ surgery for reproductive health related cancers etc.] was the,haven_labelled,3176,98.9,1,0
baseline,c31_disease_u7_20_3,C31_20.[Treatment/ surgery for reproductive health related cancers etc.] was the,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_21_1,C31_21.[Post-natal care/ delivery complications] was the reason for hospitalizat,haven_labelled,3127,97.4,2,0 | 1
baseline,c31_disease_u7_21_2,C31_21.[Post-natal care/ delivery complications] was the reason for hospitalizat,haven_labelled,3176,98.9,1,0
baseline,c31_disease_u7_21_3,C31_21.[Post-natal care/ delivery complications] was the reason for hospitalizat,haven_labelled,3209,100,1,0
baseline,c31_disease_u7_22_1,C31_22.[Abortion] was the reason for hospitalization..,haven_labelled,3127,97.4,1,0
