wave,var,value,value_label
midline,c31_disease_u7_6_1,1,Yes
midline,c31_disease_u7_7_1,0,No
midline,c31_disease_u7_7_1,1,Yes
midline,c31_disease_u7_8_1,0,No
midline,c31_disease_u7_8_1,1,Yes
midline,c31_disease_u7_9_1,0,No
midline,c31_disease_u7_9_1,1,Yes
midline,c31_disease_u7_10_1,0,No
midline,c31_disease_u7_10_1,1,Yes
midline,c31_disease_u7_11_1,0,No
midline,c31_disease_u7_11_1,1,Yes
midline,c31_disease_u7_12_1,0,No
midline,c31_disease_u7_12_1,1,Yes
midline,c31_disease_u7_13_1,0,No
midline,c31_disease_u7_13_1,1,Yes
midline,c31_disease_u7_14_1,0,No
midline,c31_disease_u7_14_1,1,Yes
midline,c31_disease_u7_15_1,0,No
midline,c31_disease_u7_15_1,1,Yes
midline,c31_disease_u7_16_1,0,No
midline,c31_disease_u7_16_1,1,Yes
midline,c31_disease_u7_17_1,0,No
midline,c31_disease_u7_17_1,1,Yes
midline,c31_disease_u7_18_1,0,No
midline,c31_disease_u7_18_1,1,Yes
midline,c31_disease_u7_19_1,0,No
midline,c31_disease_u7_19_1,1,Yes
midline,c31_disease_u7_20_1,0,No
midline,c31_disease_u7_20_1,1,Yes
midline,c31_disease_u7_21_1,0,No
midline,c31_disease_u7_21_1,1,Yes
midline,c31_disease_u7_22_1,0,No
midline,c31_disease_u7_22_1,1,Yes
midline,c31_disease_u7_23_1,0,No
midline,c31_disease_u7_23_1,1,Yes
midline,c31_disease_u7_24_1,0,No
midline,c31_disease_u7_24_1,1,Yes
midline,c31_disease_u7_25_1,0,No
midline,c31_disease_u7_25_1,1,Yes
midline,c31_disease_u7_26_1,0,No
midline,c31_disease_u7_26_1,1,Yes
midline,c31_disease_u7_27_1,0,No
midline,c31_disease_u7_27_1,1,Yes
midline,c31_disease_u7_28_1,0,No
midline,c31_disease_u7_28_1,1,Yes
midline,c31_disease_u7_29_1,0,No
midline,c31_disease_u7_29_1,1,Yes
midline,c31_disease_u7_30_1,0,No
midline,c31_disease_u7_30_1,1,Yes
midline,c31_disease_u7_31_1,0,No
midline,c31_disease_u7_31_1,1,Yes
midline,c31_disease_u7_32_1,0,No
midline,c31_disease_u7_32_1,1,Yes
midline,c31_disease_u7_33_1,0,No
midline,c31_disease_u7_33_1,1,Yes
midline,c31_disease_u7_34_1,0,No
midline,c31_disease_u7_34_1,1,Yes
midline,c31_disease_u7_35_1,0,No
midline,c31_disease_u7_35_1,1,Yes
midline,c31_disease_u7_36_1,0,No
midline,c31_disease_u7_36_1,1,Yes
midline,c31_disease_u7_37_1,0,No
midline,c31_disease_u7_37_1,1,Yes
midline,c31_disease_u7_38_1,0,No
midline,c31_disease_u7_38_1,1,Yes
midline,c31_disease_u7_39_1,0,No
midline,c31_disease_u7_39_1,1,Yes
midline,c31_disease_u7_40_1,0,No
midline,c31_disease_u7_40_1,1,Yes
midline,c31_disease_u7_41_1,0,No
midline,c31_disease_u7_41_1,1,Yes
midline,c31_disease_u7_42_1,0,No
midline,c31_disease_u7_42_1,1,Yes
midline,c32_opd_u7_1,0,No
midline,c32_opd_u7_1,1,Yes
midline,c33_hospital_u7_1,1,Government hospitals
midline,c33_hospital_u7_1,2,Government Maternal and child hospital
midline,c33_hospital_u7_1,3,Children Hospital
midline,c33_hospital_u7_1,4,Workers’ hospitals
midline,c33_hospital_u7_1,5,Private hospitals
midline,c33_hospital_u7_1,6,Traditional Medicine Hospitals
midline,c33_hospital_u7_1,7,Military Hospital
midline,c33_hospital_u7_1,8,Charity Hospital
midline,c33_hospital_u7_1,9,Facility Covid Center/quarantine center
midline,c33_hospital_u7_1,10,Birth Center
midline,c33_hospital_u7_1,97,Prefer not to answer
midline,c33_hospital_u7_1,98,Don’t know
midline,c33_hospital_u7_1,99,Other (Specify)
midline,c8_illyesno_u7_2,0,No
midline,c8_illyesno_u7_2,1,Yes
midline,c9_insu_u7_2,0,No insurance
midline,c9_insu_u7_2,1,Social Security
midline,c9_insu_u7_2,2,Health Insurance through Employer
midline,c9_insu_u7_2,3,Other Privately Purchased Commercial Health Insurance
midline,c9_insu_u7_2,4,Mutual Health Organization/ Community-based Health Insurance
midline,c9_insu_u7_2,5,Bright Start Program
midline,c9_insu_u7_2,98,Don’t know
midline,c9_insu_u7_2,99,Other (Specify):
midline,c10_seekcare_u7_2,0,No
midline,c10_seekcare_u7_2,1,Yes
midline,c11_disease_u7_1_2,0,No
midline,c11_disease_u7_1_2,1,Yes
midline,c11_disease_u7_2_2,0,No
midline,c11_disease_u7_2_2,1,Yes
midline,c11_disease_u7_3_2,0,No
midline,c11_disease_u7_3_2,1,Yes
midline,c11_disease_u7_4_2,0,No
midline,c11_disease_u7_4_2,1,Yes
midline,c11_disease_u7_5_2,0,No
midline,c11_disease_u7_5_2,1,Yes
midline,c11_disease_u7_6_2,0,No
midline,c11_disease_u7_6_2,1,Yes
midline,c11_disease_u7_7_2,0,No
midline,c11_disease_u7_7_2,1,Yes
midline,c11_disease_u7_8_2,0,No
midline,c11_disease_u7_8_2,1,Yes
midline,c11_disease_u7_9_2,0,No
midline,c11_disease_u7_9_2,1,Yes
midline,c11_disease_u7_10_2,0,No
midline,c11_disease_u7_10_2,1,Yes
midline,c11_disease_u7_11_2,0,No
midline,c11_disease_u7_11_2,1,Yes
midline,c11_disease_u7_12_2,0,No
midline,c11_disease_u7_12_2,1,Yes
midline,c11_disease_u7_13_2,0,No
midline,c11_disease_u7_13_2,1,Yes
midline,c11_disease_u7_14_2,0,No
midline,c11_disease_u7_14_2,1,Yes
midline,c11_disease_u7_15_2,0,No
midline,c11_disease_u7_15_2,1,Yes
midline,c11_disease_u7_16_2,0,No
midline,c11_disease_u7_16_2,1,Yes
midline,c11_disease_u7_17_2,0,No
midline,c11_disease_u7_17_2,1,Yes
midline,c11_disease_u7_18_2,0,No
midline,c11_disease_u7_18_2,1,Yes
midline,c11_disease_u7_19_2,0,No
midline,c11_disease_u7_19_2,1,Yes
midline,c11_disease_u7_20_2,0,No
midline,c11_disease_u7_20_2,1,Yes
midline,c11_disease_u7_21_2,0,No
midline,c11_disease_u7_21_2,1,Yes
midline,c11_disease_u7_22_2,0,No
midline,c11_disease_u7_22_2,1,Yes
midline,c11_disease_u7_23_2,0,No
midline,c11_disease_u7_23_2,1,Yes
midline,c11_disease_u7_24_2,0,No
midline,c11_disease_u7_24_2,1,Yes
midline,c11_disease_u7_25_2,0,No
midline,c11_disease_u7_25_2,1,Yes
midline,c11_disease_u7_26_2,0,No
midline,c11_disease_u7_26_2,1,Yes
midline,c11_disease_u7_27_2,0,No
midline,c11_disease_u7_27_2,1,Yes
midline,c11_disease_u7_28_2,0,No
midline,c11_disease_u7_28_2,1,Yes
midline,c11_disease_u7_29_2,0,No
midline,c11_disease_u7_29_2,1,Yes
midline,c11_disease_u7_30_2,0,No
midline,c11_disease_u7_30_2,1,Yes
midline,c11_disease_u7_31_2,0,No
midline,c11_disease_u7_31_2,1,Yes
midline,c11_disease_u7_32_2,0,No
midline,c11_disease_u7_32_2,1,Yes
midline,c11_disease_u7_33_2,0,No
midline,c11_disease_u7_33_2,1,Yes
midline,c11_disease_u7_34_2,0,No
midline,c11_disease_u7_34_2,1,Yes
midline,c11_disease_u7_35_2,0,No
midline,c11_disease_u7_35_2,1,Yes
midline,c11_disease_u7_36_2,0,No
midline,c11_disease_u7_36_2,1,Yes
midline,c11_disease_u7_37_2,0,No
midline,c11_disease_u7_37_2,1,Yes
midline,c11_disease_u7_38_2,0,No
midline,c11_disease_u7_38_2,1,Yes
midline,c11_disease_u7_39_2,0,No
midline,c11_disease_u7_39_2,1,Yes
midline,c11_disease_u7_40_2,0,No
midline,c11_disease_u7_40_2,1,Yes
midline,c11_disease_u7_41_2,0,No
midline,c11_disease_u7_41_2,1,Yes
midline,c11_disease_u7_42_2,0,No
midline,c11_disease_u7_42_2,1,Yes
midline,c11_disease_u7_43_2,0,No
midline,c11_disease_u7_43_2,1,Yes
midline,c11_disease_u7_44_2,0,No
midline,c11_disease_u7_44_2,1,Yes
midline,c11_disease_u7_45_2,0,No
midline,c11_disease_u7_45_2,1,Yes
midline,c11_disease_u7_48_2,0,No
midline,c11_disease_u7_48_2,1,Yes
midline,c11_disease_u7_47_2,0,No
midline,c11_disease_u7_47_2,1,Yes
midline,c11_disease_u7_46_2,0,No
midline,c11_disease_u7_46_2,1,Yes
midline,c12_diagnose_u7_2,0,No
midline,c12_diagnose_u7_2,1,Yes
midline,c13_medication_u7_2,0,No
midline,c13_medication_u7_2,1,Yes
midline,c14_meditake_u7_2,0,No
midline,c14_meditake_u7_2,1,Yes
midline,c15_format_u7_1_2,0,No
midline,c15_format_u7_1_2,1,Yes
midline,c15_format_u7_2_2,0,No
midline,c15_format_u7_2_2,1,Yes
midline,c15_format_u7_3_2,0,No
midline,c15_format_u7_3_2,1,Yes
midline,c16_virtual_u7_1_2,0,No
midline,c16_virtual_u7_1_2,1,Yes
midline,c16_virtual_u7_2_2,0,No
midline,c16_virtual_u7_2_2,1,Yes
midline,c16_virtual_u7_3_2,0,No
midline,c16_virtual_u7_3_2,1,Yes
midline,c16_virtual_u7_4_2,0,No
midline,c16_virtual_u7_4_2,1,Yes
midline,c16_virtual_u7_5_2,0,No
midline,c16_virtual_u7_5_2,1,Yes
midline,c16_virtual_u7_6_2,0,No
midline,c16_virtual_u7_6_2,1,Yes
midline,c16_virtual_u7_7_2,0,No
midline,c16_virtual_u7_7_2,1,Yes
midline,c18_virlast_u7_2,1,Text Message
midline,c18_virlast_u7_2,2,Email
midline,c18_virlast_u7_2,3,"Messaging within a website (e.g., patient portal, viber, telegram, messenger)"
midline,c18_virlast_u7_2,4,Phone calls
midline,c18_virlast_u7_2,5,"Videoconference (e.g viber, telegram, messenger)"
midline,c18_virlast_u7_2,6,"Audioconference (e.g viber, telegram, messenger)"
midline,c18_virlast_u7_2,7,eVisit (when you answer questions about your health issue online and hear back from a doctor later)
midline,c20_personlast_u7_2,1,Gov’t hospital
midline,c20_personlast_u7_2,2,Gov’t rural health center (RHC)
midline,c20_personlast_u7_2,3,Peri-urban Health Center
midline,c20_personlast_u7_2,4,Maternal and Child Health Clinic/ Hospital
midline,c20_personlast_u7_2,5,Family Planning Clinic
midline,c20_personlast_u7_2,6,Birth Center
midline,c20_personlast_u7_2,7,Private Hospital/ Clinic
midline,c20_personlast_u7_2,8,Private Doctor’s Office
midline,c20_personlast_u7_2,9,Traditional Medicine Hospitals
midline,c20_personlast_u7_2,10,Traditional Medicine Clinics
midline,c20_personlast_u7_2,11,Patient’s Home
midline,c20_personlast_u7_2,12,Provider’s home or store
midline,c20_personlast_u7_2,13,Charity clinics
midline,c20_personlast_u7_2,14,Military hospital
midline,c20_personlast_u7_2,15,Social Security Clinics
midline,c20_personlast_u7_2,16,Workers' Hospital
midline,c20_personlast_u7_2,17,Midwife
midline,c25_assist_u7_0_2,0,No
midline,c25_assist_u7_0_2,1,Yes
midline,c25_assist_u7_1_2,0,No
midline,c25_assist_u7_1_2,1,Yes
midline,c25_assist_u7_2_2,0,No
midline,c25_assist_u7_2_2,1,Yes
midline,c25_assist_u7_3_2,0,No
midline,c25_assist_u7_3_2,1,Yes
midline,c25_assist_u7_4_2,0,No
midline,c25_assist_u7_4_2,1,Yes
midline,c25_assist_u7_5_2,0,No
midline,c25_assist_u7_5_2,1,Yes
midline,c25_assist_u7_6_2,0,No
midline,c25_assist_u7_6_2,1,Yes
midline,c25_assist_u7_7_2,0,No
midline,c25_assist_u7_7_2,1,Yes
midline,c25_assist_u7_8_2,0,No
midline,c25_assist_u7_8_2,1,Yes
midline,c25_assist_u7_9_2,0,No
midline,c25_assist_u7_9_2,1,Yes
midline,c25_assist_u7_10_2,0,No
midline,c25_assist_u7_10_2,1,Yes
midline,c25_assist_u7_11_2,0,No
midline,c25_assist_u7_11_2,1,Yes
midline,c25_assist_u7_98_2,0,No
midline,c25_assist_u7_98_2,1,Yes
midline,c26_nonsick_u7_1_2,0,No
midline,c26_nonsick_u7_1_2,1,Yes
midline,c26_nonsick_u7_2_2,0,No
midline,c26_nonsick_u7_2_2,1,Yes
midline,c26_nonsick_u7_3_2,0,No
midline,c26_nonsick_u7_3_2,1,Yes
midline,c26_nonsick_u7_4_2,0,No
midline,c26_nonsick_u7_4_2,1,Yes
midline,c27_notconsult_u7_1_2,0,No
midline,c27_notconsult_u7_1_2,1,Yes
midline,c27_notconsult_u7_2_2,0,No
midline,c27_notconsult_u7_2_2,1,Yes
midline,c27_notconsult_u7_3_2,0,No
midline,c27_notconsult_u7_3_2,1,Yes
midline,c27_notconsult_u7_4_2,0,No
midline,c27_notconsult_u7_4_2,1,Yes
midline,c27_notconsult_u7_5_2,0,No
midline,c27_notconsult_u7_5_2,1,Yes
midline,c27_notconsult_u7_6_2,0,No
midline,c27_notconsult_u7_6_2,1,Yes
midline,c27_notconsult_u7_7_2,0,No
midline,c27_notconsult_u7_7_2,1,Yes
midline,c27_notconsult_u7_8_2,0,No
midline,c27_notconsult_u7_8_2,1,Yes
midline,c27_notconsult_u7_9_2,0,No
midline,c27_notconsult_u7_9_2,1,Yes
midline,c27_notconsult_u7_10_2,0,No
midline,c27_notconsult_u7_10_2,1,Yes
midline,c27_notconsult_u7_11_2,0,No
midline,c27_notconsult_u7_11_2,1,Yes
midline,c27_notconsult_u7_12_2,0,No
midline,c27_notconsult_u7_12_2,1,Yes
midline,c27_notconsult_u7_13_2,0,No
midline,c27_notconsult_u7_13_2,1,Yes
midline,c27_notconsult_u7_14_2,0,No
midline,c27_notconsult_u7_14_2,1,Yes
midline,c27_notconsult_u7_15_2,0,No
midline,c27_notconsult_u7_15_2,1,Yes
midline,c27_notconsult_u7_16_2,0,No
midline,c27_notconsult_u7_16_2,1,Yes
midline,c27_notconsult_u7_17_2,0,No
midline,c27_notconsult_u7_17_2,1,Yes
midline,c27_notconsult_u7_18_2,0,No
midline,c27_notconsult_u7_18_2,1,Yes
midline,c27_notconsult_u7_19_2,0,No
midline,c27_notconsult_u7_19_2,1,Yes
midline,c27_notconsult_u7_20_2,0,No
midline,c27_notconsult_u7_20_2,1,Yes
midline,c27_notconsult_u7_21_2,0,No
midline,c27_notconsult_u7_21_2,1,Yes
midline,c27_notconsult_u7_22_2,0,No
midline,c27_notconsult_u7_22_2,1,Yes
midline,c27_notconsult_u7_23_2,0,No
midline,c27_notconsult_u7_23_2,1,Yes
midline,c27_notconsult_u7_24_2,0,No
midline,c27_notconsult_u7_24_2,1,Yes
midline,c27_notconsult_u7_25_2,0,No
midline,c27_notconsult_u7_25_2,1,Yes
midline,c28_inpatient_u7_2,0,No
midline,c28_inpatient_u7_2,1,Yes
midline,c29_insu_u7_2,0,No insurance
midline,c29_insu_u7_2,1,Social Security
midline,c29_insu_u7_2,2,Health Insurance through Employer
midline,c29_insu_u7_2,3,Other Privately Purchased Commercial Health Insurance
midline,c29_insu_u7_2,4,Mutual Health Organization/ Community-based Health Insurance
midline,c29_insu_u7_2,5,Bright Start Program
midline,c29_insu_u7_2,98,Don’t know
midline,c29_insu_u7_2,99,Other (Specify):
midline,c31_disease_u7_1_2,0,No
midline,c31_disease_u7_1_2,1,Yes
midline,c31_disease_u7_2_2,0,No
midline,c31_disease_u7_2_2,1,Yes
midline,c31_disease_u7_3_2,0,No
midline,c31_disease_u7_3_2,1,Yes
midline,c31_disease_u7_4_2,0,No
midline,c31_disease_u7_4_2,1,Yes
midline,c31_disease_u7_5_2,0,No
midline,c31_disease_u7_5_2,1,Yes
midline,c31_disease_u7_6_2,0,No
midline,c31_disease_u7_6_2,1,Yes
midline,c31_disease_u7_7_2,0,No
midline,c31_disease_u7_7_2,1,Yes
midline,c31_disease_u7_8_2,0,No
midline,c31_disease_u7_8_2,1,Yes
midline,c31_disease_u7_9_2,0,No
midline,c31_disease_u7_9_2,1,Yes
midline,c31_disease_u7_10_2,0,No
midline,c31_disease_u7_10_2,1,Yes
midline,c31_disease_u7_11_2,0,No
midline,c31_disease_u7_11_2,1,Yes
midline,c31_disease_u7_12_2,0,No
midline,c31_disease_u7_12_2,1,Yes
midline,c31_disease_u7_13_2,0,No
midline,c31_disease_u7_13_2,1,Yes
midline,c31_disease_u7_14_2,0,No
midline,c31_disease_u7_14_2,1,Yes
midline,c31_disease_u7_15_2,0,No
midline,c31_disease_u7_15_2,1,Yes
midline,c31_disease_u7_16_2,0,No
midline,c31_disease_u7_16_2,1,Yes
midline,c31_disease_u7_17_2,0,No
midline,c31_disease_u7_17_2,1,Yes
midline,c31_disease_u7_18_2,0,No
midline,c31_disease_u7_18_2,1,Yes
midline,c31_disease_u7_19_2,0,No
midline,c31_disease_u7_19_2,1,Yes
midline,c31_disease_u7_20_2,0,No
midline,c31_disease_u7_20_2,1,Yes
midline,c31_disease_u7_21_2,0,No
midline,c31_disease_u7_21_2,1,Yes
midline,c31_disease_u7_22_2,0,No
midline,c31_disease_u7_22_2,1,Yes
midline,c31_disease_u7_23_2,0,No
midline,c31_disease_u7_23_2,1,Yes
midline,c31_disease_u7_24_2,0,No
midline,c31_disease_u7_24_2,1,Yes
midline,c31_disease_u7_25_2,0,No
midline,c31_disease_u7_25_2,1,Yes
midline,c31_disease_u7_26_2,0,No
midline,c31_disease_u7_26_2,1,Yes
midline,c31_disease_u7_27_2,0,No
midline,c31_disease_u7_27_2,1,Yes
midline,c31_disease_u7_28_2,0,No
midline,c31_disease_u7_28_2,1,Yes
midline,c31_disease_u7_29_2,0,No
midline,c31_disease_u7_29_2,1,Yes
midline,c31_disease_u7_30_2,0,No
midline,c31_disease_u7_30_2,1,Yes
midline,c31_disease_u7_31_2,0,No
midline,c31_disease_u7_31_2,1,Yes
midline,c31_disease_u7_32_2,0,No
midline,c31_disease_u7_32_2,1,Yes
midline,c31_disease_u7_33_2,0,No
midline,c31_disease_u7_33_2,1,Yes
midline,c31_disease_u7_34_2,0,No
midline,c31_disease_u7_34_2,1,Yes
midline,c31_disease_u7_35_2,0,No
midline,c31_disease_u7_35_2,1,Yes
midline,c31_disease_u7_36_2,0,No
midline,c31_disease_u7_36_2,1,Yes
midline,c31_disease_u7_37_2,0,No
midline,c31_disease_u7_37_2,1,Yes
midline,c31_disease_u7_38_2,0,No
midline,c31_disease_u7_38_2,1,Yes
midline,c31_disease_u7_39_2,0,No
midline,c31_disease_u7_39_2,1,Yes
midline,c31_disease_u7_40_2,0,No
midline,c31_disease_u7_40_2,1,Yes
midline,c31_disease_u7_41_2,0,No
midline,c31_disease_u7_41_2,1,Yes
midline,c31_disease_u7_42_2,0,No
midline,c31_disease_u7_42_2,1,Yes
midline,c32_opd_u7_2,0,No
midline,c32_opd_u7_2,1,Yes
midline,c33_hospital_u7_2,1,Government hospitals
midline,c33_hospital_u7_2,2,Government Maternal and child hospital
midline,c33_hospital_u7_2,3,Children Hospital
midline,c33_hospital_u7_2,4,Workers’ hospitals
midline,c33_hospital_u7_2,5,Private hospitals
midline,c33_hospital_u7_2,6,Traditional Medicine Hospitals
midline,c33_hospital_u7_2,7,Military Hospital
midline,c33_hospital_u7_2,8,Charity Hospital
midline,c33_hospital_u7_2,9,Facility Covid Center/quarantine center
midline,c33_hospital_u7_2,10,Birth Center
midline,c33_hospital_u7_2,97,Prefer not to answer
midline,c33_hospital_u7_2,98,Don’t know
midline,c33_hospital_u7_2,99,Other (Specify)
midline,c8_illyesno_u7_3,0,No
midline,c8_illyesno_u7_3,1,Yes
midline,c9_insu_u7_3,0,No insurance
midline,c9_insu_u7_3,1,Social Security
midline,c9_insu_u7_3,2,Health Insurance through Employer
midline,c9_insu_u7_3,3,Other Privately Purchased Commercial Health Insurance
midline,c9_insu_u7_3,4,Mutual Health Organization/ Community-based Health Insurance
midline,c9_insu_u7_3,5,Bright Start Program
midline,c9_insu_u7_3,98,Don’t know
midline,c9_insu_u7_3,99,Other (Specify):
midline,c10_seekcare_u7_3,0,No
midline,c10_seekcare_u7_3,1,Yes
midline,c11_disease_u7_1_3,0,No
midline,c11_disease_u7_1_3,1,Yes
midline,c11_disease_u7_2_3,0,No
midline,c11_disease_u7_2_3,1,Yes
midline,c11_disease_u7_3_3,0,No
midline,c11_disease_u7_3_3,1,Yes
midline,c11_disease_u7_4_3,0,No
midline,c11_disease_u7_4_3,1,Yes
midline,c11_disease_u7_5_3,0,No
midline,c11_disease_u7_5_3,1,Yes
midline,c11_disease_u7_6_3,0,No
midline,c11_disease_u7_6_3,1,Yes
midline,c11_disease_u7_7_3,0,No
midline,c11_disease_u7_7_3,1,Yes
midline,c11_disease_u7_8_3,0,No
midline,c11_disease_u7_8_3,1,Yes
midline,c11_disease_u7_9_3,0,No
midline,c11_disease_u7_9_3,1,Yes
midline,c11_disease_u7_10_3,0,No
midline,c11_disease_u7_10_3,1,Yes
midline,c11_disease_u7_11_3,0,No
midline,c11_disease_u7_11_3,1,Yes
midline,c11_disease_u7_12_3,0,No
midline,c11_disease_u7_12_3,1,Yes
midline,c11_disease_u7_13_3,0,No
midline,c11_disease_u7_13_3,1,Yes
midline,c11_disease_u7_14_3,0,No
midline,c11_disease_u7_14_3,1,Yes
midline,c11_disease_u7_15_3,0,No
midline,c11_disease_u7_15_3,1,Yes
midline,c11_disease_u7_16_3,0,No
midline,c11_disease_u7_16_3,1,Yes
midline,c11_disease_u7_17_3,0,No
midline,c11_disease_u7_17_3,1,Yes
midline,c11_disease_u7_18_3,0,No
midline,c11_disease_u7_18_3,1,Yes
midline,c11_disease_u7_19_3,0,No
midline,c11_disease_u7_19_3,1,Yes
midline,c11_disease_u7_20_3,0,No
midline,c11_disease_u7_20_3,1,Yes
midline,c11_disease_u7_21_3,0,No
midline,c11_disease_u7_21_3,1,Yes
midline,c11_disease_u7_22_3,0,No
midline,c11_disease_u7_22_3,1,Yes
midline,c11_disease_u7_23_3,0,No
midline,c11_disease_u7_23_3,1,Yes
midline,c11_disease_u7_24_3,0,No
midline,c11_disease_u7_24_3,1,Yes
midline,c11_disease_u7_25_3,0,No
midline,c11_disease_u7_25_3,1,Yes
midline,c11_disease_u7_26_3,0,No
midline,c11_disease_u7_26_3,1,Yes
midline,c11_disease_u7_27_3,0,No
midline,c11_disease_u7_27_3,1,Yes
midline,c11_disease_u7_28_3,0,No
midline,c11_disease_u7_28_3,1,Yes
midline,c11_disease_u7_29_3,0,No
midline,c11_disease_u7_29_3,1,Yes
midline,c11_disease_u7_30_3,0,No
midline,c11_disease_u7_30_3,1,Yes
midline,c11_disease_u7_31_3,0,No
midline,c11_disease_u7_31_3,1,Yes
midline,c11_disease_u7_32_3,0,No
midline,c11_disease_u7_32_3,1,Yes
midline,c11_disease_u7_33_3,0,No
midline,c11_disease_u7_33_3,1,Yes
midline,c11_disease_u7_34_3,0,No
midline,c11_disease_u7_34_3,1,Yes
midline,c11_disease_u7_35_3,0,No
midline,c11_disease_u7_35_3,1,Yes
midline,c11_disease_u7_36_3,0,No
midline,c11_disease_u7_36_3,1,Yes
midline,c11_disease_u7_37_3,0,No
midline,c11_disease_u7_37_3,1,Yes
midline,c11_disease_u7_38_3,0,No
midline,c11_disease_u7_38_3,1,Yes
midline,c11_disease_u7_39_3,0,No
midline,c11_disease_u7_39_3,1,Yes
midline,c11_disease_u7_40_3,0,No
midline,c11_disease_u7_40_3,1,Yes
midline,c11_disease_u7_41_3,0,No
midline,c11_disease_u7_41_3,1,Yes
midline,c11_disease_u7_42_3,0,No
midline,c11_disease_u7_42_3,1,Yes
midline,c11_disease_u7_43_3,0,No
midline,c11_disease_u7_43_3,1,Yes
midline,c11_disease_u7_44_3,0,No
midline,c11_disease_u7_44_3,1,Yes
midline,c11_disease_u7_45_3,0,No
midline,c11_disease_u7_45_3,1,Yes
midline,c11_disease_u7_48_3,0,No
midline,c11_disease_u7_48_3,1,Yes
midline,c11_disease_u7_47_3,0,No
midline,c11_disease_u7_47_3,1,Yes
midline,c11_disease_u7_46_3,0,No
midline,c11_disease_u7_46_3,1,Yes
midline,c12_diagnose_u7_3,0,No
midline,c12_diagnose_u7_3,1,Yes
midline,c13_medication_u7_3,0,No
midline,c13_medication_u7_3,1,Yes
midline,c14_meditake_u7_3,0,No
midline,c14_meditake_u7_3,1,Yes
midline,c15_format_u7_1_3,0,No
midline,c15_format_u7_1_3,1,Yes
midline,c15_format_u7_2_3,0,No
midline,c15_format_u7_2_3,1,Yes
midline,c15_format_u7_3_3,0,No
midline,c15_format_u7_3_3,1,Yes
midline,c20_personlast_u7_3,1,Gov’t hospital
midline,c20_personlast_u7_3,2,Gov’t rural health center (RHC)
midline,c20_personlast_u7_3,3,Peri-urban Health Center
midline,c20_personlast_u7_3,4,Maternal and Child Health Clinic/ Hospital
midline,c20_personlast_u7_3,5,Family Planning Clinic
midline,c20_personlast_u7_3,6,Birth Center
midline,c20_personlast_u7_3,7,Private Hospital/ Clinic
midline,c20_personlast_u7_3,8,Private Doctor’s Office
midline,c20_personlast_u7_3,9,Traditional Medicine Hospitals
midline,c20_personlast_u7_3,10,Traditional Medicine Clinics
midline,c20_personlast_u7_3,11,Patient’s Home
midline,c20_personlast_u7_3,12,Provider’s home or store
midline,c20_personlast_u7_3,13,Charity clinics
midline,c20_personlast_u7_3,14,Military hospital
midline,c20_personlast_u7_3,15,Social Security Clinics
midline,c20_personlast_u7_3,16,Workers' Hospital
midline,c20_personlast_u7_3,17,Midwife
midline,c25_assist_u7_0_3,0,No
midline,c25_assist_u7_0_3,1,Yes
midline,c25_assist_u7_1_3,0,No
midline,c25_assist_u7_1_3,1,Yes
midline,c25_assist_u7_2_3,0,No
midline,c25_assist_u7_2_3,1,Yes
midline,c25_assist_u7_3_3,0,No
midline,c25_assist_u7_3_3,1,Yes
midline,c25_assist_u7_4_3,0,No
midline,c25_assist_u7_4_3,1,Yes
midline,c25_assist_u7_5_3,0,No
midline,c25_assist_u7_5_3,1,Yes
midline,c25_assist_u7_6_3,0,No
midline,c25_assist_u7_6_3,1,Yes
midline,c25_assist_u7_7_3,0,No
midline,c25_assist_u7_7_3,1,Yes
midline,c25_assist_u7_8_3,0,No
midline,c25_assist_u7_8_3,1,Yes
midline,c25_assist_u7_9_3,0,No
midline,c25_assist_u7_9_3,1,Yes
midline,c25_assist_u7_10_3,0,No
midline,c25_assist_u7_10_3,1,Yes
midline,c25_assist_u7_11_3,0,No
midline,c25_assist_u7_11_3,1,Yes
midline,c25_assist_u7_98_3,0,No
midline,c25_assist_u7_98_3,1,Yes
midline,c26_nonsick_u7_1_3,0,No
midline,c26_nonsick_u7_1_3,1,Yes
midline,c26_nonsick_u7_2_3,0,No
midline,c26_nonsick_u7_2_3,1,Yes
midline,c26_nonsick_u7_3_3,0,No
midline,c26_nonsick_u7_3_3,1,Yes
midline,c26_nonsick_u7_4_3,0,No
midline,c26_nonsick_u7_4_3,1,Yes
midline,c27_notconsult_u7_1_3,0,No
midline,c27_notconsult_u7_1_3,1,Yes
midline,c27_notconsult_u7_2_3,0,No
midline,c27_notconsult_u7_2_3,1,Yes
midline,c27_notconsult_u7_3_3,0,No
midline,c27_notconsult_u7_3_3,1,Yes
midline,c27_notconsult_u7_4_3,0,No
midline,c27_notconsult_u7_4_3,1,Yes
midline,c27_notconsult_u7_5_3,0,No
midline,c27_notconsult_u7_5_3,1,Yes
midline,c27_notconsult_u7_6_3,0,No
midline,c27_notconsult_u7_6_3,1,Yes
midline,c27_notconsult_u7_7_3,0,No
midline,c27_notconsult_u7_7_3,1,Yes
midline,c27_notconsult_u7_8_3,0,No
midline,c27_notconsult_u7_8_3,1,Yes
midline,c27_notconsult_u7_9_3,0,No
midline,c27_notconsult_u7_9_3,1,Yes
midline,c27_notconsult_u7_10_3,0,No
midline,c27_notconsult_u7_10_3,1,Yes
midline,c27_notconsult_u7_11_3,0,No
